sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,Ablation,Layer_ablated,Head_ablated,Ablation_idx,n_params,mpath,language,multilingual
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.016879141330718994,0,2.181818182,9,8,Zero-Ablation,2,5,"(2, 5)",559890432,FacebookAI/xlm-roberta-large,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.011250674724578857,1,2.181818182,9,8,Zero-Ablation,2,5,"(2, 5)",559890432,FacebookAI/xlm-roberta-large,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.009069681167602539,2,2.181818182,9,8,Zero-Ablation,2,5,"(2, 5)",559890432,FacebookAI/xlm-roberta-large,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.005388736724853516,3,2.181818182,9,8,Zero-Ablation,2,5,"(2, 5)",559890432,FacebookAI/xlm-roberta-large,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.006626904010772705,4,2.181818182,9,8,Zero-Ablation,2,5,"(2, 5)",559890432,FacebookAI/xlm-roberta-large,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.0057253241539001465,5,2.181818182,9,8,Zero-Ablation,2,5,"(2, 5)",559890432,FacebookAI/xlm-roberta-large,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.004353344440460205,6,2.181818182,9,8,Zero-Ablation,2,5,"(2, 5)",559890432,FacebookAI/xlm-roberta-large,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.003676116466522217,7,2.181818182,9,8,Zero-Ablation,2,5,"(2, 5)",559890432,FacebookAI/xlm-roberta-large,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.002378225326538086,8,2.181818182,9,8,Zero-Ablation,2,5,"(2, 5)",559890432,FacebookAI/xlm-roberta-large,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.0023605823516845703,9,2.181818182,9,8,Zero-Ablation,2,5,"(2, 5)",559890432,FacebookAI/xlm-roberta-large,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.002212703227996826,10,2.181818182,9,8,Zero-Ablation,2,5,"(2, 5)",559890432,FacebookAI/xlm-roberta-large,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.001852869987487793,11,2.181818182,9,8,Zero-Ablation,2,5,"(2, 5)",559890432,FacebookAI/xlm-roberta-large,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.0017251372337341309,12,2.181818182,9,8,Zero-Ablation,2,5,"(2, 5)",559890432,FacebookAI/xlm-roberta-large,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.0015727877616882324,13,2.181818182,9,8,Zero-Ablation,2,5,"(2, 5)",559890432,FacebookAI/xlm-roberta-large,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.001706540584564209,14,2.181818182,9,8,Zero-Ablation,2,5,"(2, 5)",559890432,FacebookAI/xlm-roberta-large,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.0016619563102722168,15,2.181818182,9,8,Zero-Ablation,2,5,"(2, 5)",559890432,FacebookAI/xlm-roberta-large,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.0016941428184509277,16,2.181818182,9,8,Zero-Ablation,2,5,"(2, 5)",559890432,FacebookAI/xlm-roberta-large,english,Yes
