sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,Ablation,Layer_ablated,Head_ablated,Ablation_idx,n_params,mpath,language,multilingual
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.01639336347579956,0,2.181818182,9,8,Zero-Ablation,1,2,"(1, 2)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.01655745506286621,1,2.181818182,9,8,Zero-Ablation,1,2,"(1, 2)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.013265907764434814,2,2.181818182,9,8,Zero-Ablation,1,2,"(1, 2)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.010117292404174805,3,2.181818182,9,8,Zero-Ablation,1,2,"(1, 2)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.0058176517486572266,4,2.181818182,9,8,Zero-Ablation,1,2,"(1, 2)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.003798544406890869,5,2.181818182,9,8,Zero-Ablation,1,2,"(1, 2)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.0023134946823120117,6,2.181818182,9,8,Zero-Ablation,1,2,"(1, 2)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.0016280412673950195,7,2.181818182,9,8,Zero-Ablation,1,2,"(1, 2)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.0013329386711120605,8,2.181818182,9,8,Zero-Ablation,1,2,"(1, 2)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.0009909272193908691,9,2.181818182,9,8,Zero-Ablation,1,2,"(1, 2)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.000613093376159668,10,2.181818182,9,8,Zero-Ablation,1,2,"(1, 2)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.0003489851951599121,11,2.181818182,9,8,Zero-Ablation,1,2,"(1, 2)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.0011273622512817383,12,2.181818182,9,8,Zero-Ablation,1,2,"(1, 2)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a comedic act.,act, act,Different Sense,0.0,0,2.0,9,9,Zero-Ablation,1,2,"(1, 2)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a comedic act.,act, act,Different Sense,0.0,1,2.0,9,9,Zero-Ablation,1,2,"(1, 2)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a comedic act.,act, act,Different Sense,0.0,2,2.0,9,9,Zero-Ablation,1,2,"(1, 2)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
