sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,Ablation,Layer_ablated,Head_ablated,Ablation_idx,n_params,mpath,language,multilingual
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.01639336347579956,0,2.181818182,9,8,Zero-Ablation,1,7,"(1, 7)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.01655745506286621,1,2.181818182,9,8,Zero-Ablation,1,7,"(1, 7)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.0241091251373291,2,2.181818182,9,8,Zero-Ablation,1,7,"(1, 7)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.021109402179718018,3,2.181818182,9,8,Zero-Ablation,1,7,"(1, 7)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.015428423881530762,4,2.181818182,9,8,Zero-Ablation,1,7,"(1, 7)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.012628555297851562,5,2.181818182,9,8,Zero-Ablation,1,7,"(1, 7)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.008871495723724365,6,2.181818182,9,8,Zero-Ablation,1,7,"(1, 7)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.009088754653930664,7,2.181818182,9,8,Zero-Ablation,1,7,"(1, 7)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.00932091474533081,8,2.181818182,9,8,Zero-Ablation,1,7,"(1, 7)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.007118284702301025,9,2.181818182,9,8,Zero-Ablation,1,7,"(1, 7)",177853440,google-bert/bert-base-multilingual-cased,english,Yes
