sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,Ablation,Layer_ablated,Head_ablated,Ablation_idx,n_params,mpath,language,multilingual
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.0,0,3.17647058823529,11,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.0,1,3.17647058823529,11,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.0,2,3.17647058823529,11,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.0,3,3.17647058823529,11,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,5.334615707397461e-05,4,3.17647058823529,11,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,4.661083221435547e-05,5,3.17647058823529,11,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,4.1544437408447266e-05,6,3.17647058823529,11,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,5.0008296966552734e-05,7,3.17647058823529,11,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,5.4836273193359375e-05,8,3.17647058823529,11,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,5.1140785217285156e-05,9,3.17647058823529,11,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,3.7789344787597656e-05,10,3.17647058823529,11,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,2.473592758178711e-05,11,3.17647058823529,11,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,5.620718002319336e-05,12,3.17647058823529,11,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.0,0,4.64705882352941,10,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.0,1,4.64705882352941,10,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.0,2,4.64705882352941,10,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.0,3,4.64705882352941,10,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,5.4776668548583984e-05,4,4.64705882352941,10,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,5.0008296966552734e-05,5,4.64705882352941,10,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,5.02467155456543e-05,6,4.64705882352941,10,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,6.717443466186523e-05,7,4.64705882352941,10,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,7.426738739013672e-05,8,4.64705882352941,10,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,7.402896881103516e-05,9,4.64705882352941,10,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,6.0558319091796875e-05,10,4.64705882352941,10,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,4.112720489501953e-05,11,4.64705882352941,10,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,8.845329284667969e-05,12,4.64705882352941,10,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.0,0,4.76470588235294,11,10,Zero-Ablation,3,11,"(3, 11)",177853440,google-bert/bert-base-multilingual-cased,spanish,Yes
