sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,Ablation,n_params,mpath,language,multilingual
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.015946453685622974,0,2.181818182,9,8,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.05205249369724252,1,2.181818182,9,8,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.04210772531537543,2,2.181818182,9,8,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.036205217585316474,3,2.181818182,9,8,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.04131356690532084,4,2.181818182,9,8,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.03602712270213604,5,2.181818182,9,8,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a magic act.,act, act,Different Sense,0.17733743545083303,6,2.181818182,9,8,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a comedic act.,act, act,Different Sense,0.0,0,2.0,9,9,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a comedic act.,act, act,Different Sense,0.0094717682334019,1,2.0,9,9,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a comedic act.,act, act,Different Sense,0.024914193570436893,2,2.0,9,9,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a comedic act.,act, act,Different Sense,0.023724605677333366,3,2.0,9,9,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a comedic act.,act, act,Different Sense,0.029302773212651068,4,2.0,9,9,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a comedic act.,act, act,Different Sense,0.023616046641184885,5,2.0,9,9,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,It was a comedic act.,act, act,Different Sense,0.0951804663447594,6,2.0,9,9,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a humane act.,It was a magic act.,act, act,Different Sense,0.015946453685622974,0,2.818181818,9,8,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a humane act.,It was a magic act.,act, act,Different Sense,0.05756408845345329,1,2.818181818,9,8,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a humane act.,It was a magic act.,act, act,Different Sense,0.045610313054142315,2,2.818181818,9,8,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a humane act.,It was a magic act.,act, act,Different Sense,0.034501329319647334,3,2.818181818,9,8,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a humane act.,It was a magic act.,act, act,Different Sense,0.04421414556391812,4,2.818181818,9,8,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a humane act.,It was a magic act.,act, act,Different Sense,0.0370310780648716,5,2.818181818,9,8,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a humane act.,It was a magic act.,act, act,Different Sense,0.17985834709033366,6,2.818181818,9,8,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a humane act.,It was a comedic act.,act, act,Different Sense,0.0,0,2.80952381,9,9,Original,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
