sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,Ablation,n_params,mpath,language,multilingual
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.017593175376267145,1,2.181818182,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.044797819821826845,2,2.181818182,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07142524905038006,3,2.181818182,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.10035228816379138,4,2.181818182,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11333855771842927,5,2.181818182,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.12000297776352442,6,2.181818182,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11696127134721268,7,2.181818182,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11043608163800711,8,2.181818182,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.10538714912038338,9,2.181818182,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.10197450143091746,10,2.181818182,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.09944943212496538,11,2.181818182,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.09842365122108854,12,2.181818182,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04868736395865647,1,2.0,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.10123901691666537,2,2.0,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1368937963164485,3,2.0,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.15580495903847658,4,2.0,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.17127928271007686,5,2.0,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.18444989561801395,6,2.0,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.19745909608131473,7,2.0,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.21019850728922984,8,2.0,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2209997063136767,9,2.0,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.226990826425857,10,2.0,8,8,Original,11683584,albert/albert-base-v1,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2277824864966742,11,2.0,8,8,Original,11683584,albert/albert-base-v1,english,No
