sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,Ablation,n_params,mpath,language,multilingual
It was a desperate act.,It was a magic act.,act,act,Different Sense,1.7914337901991928e-08,0,2.181818182,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.046519556812482765,1,2.181818182,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.059157468645789635,2,2.181818182,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0865240696792492,3,2.181818182,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.08941874401499028,4,2.181818182,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.08275331855772683,5,2.181818182,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.09839622927644842,6,2.181818182,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11526319382249695,7,2.181818182,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11434573094390132,8,2.181818182,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.09764288259644616,9,2.181818182,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.08648054381986758,10,2.181818182,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.061396465619850016,11,2.181818182,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11255347495010204,12,2.181818182,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,1.7914337901991928e-08,0,2.0,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.10548171549679675,1,2.0,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.12715444460072223,2,2.0,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.14551436001799845,3,2.0,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1837008965755449,4,2.0,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.18879910932408495,5,2.0,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.17671918148767785,6,2.0,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.18514907826584914,7,2.0,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.17957428687268684,8,2.0,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.16615301825977147,9,2.0,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.13945434657098288,10,2.0,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09847504044275879,11,2.0,8,8,Original,108310272,bert-base-cased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.17440008041971533,12,2.0,8,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.025100069283298443,0,2.818181818,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04914490730407173,1,2.818181818,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.05407130749111755,2,2.818181818,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.07105689458895514,3,2.818181818,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.07491776174844722,4,2.818181818,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.07458610845224589,5,2.818181818,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0810810705768521,6,2.818181818,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.08947579937533967,7,2.818181818,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.08606123409490918,8,2.818181818,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.07285619373086383,9,2.818181818,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0729662027573299,10,2.818181818,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04960360125422736,11,2.818181818,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.10075762908829855,12,2.818181818,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.025100069283298443,0,2.80952381,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.11382947507548524,1,2.80952381,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.14952768662534732,2,2.80952381,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.15696506355831508,3,2.80952381,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.21242748257245592,4,2.80952381,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.21517090635096192,5,2.80952381,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19951336979543555,6,2.80952381,9,8,Original,108310272,bert-base-cased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19573982829391456,7,2.80952381,9,8,Original,108310272,bert-base-cased,english,No
