sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,Ablation,n_params,mpath,language,multilingual
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,1.4024334804574323e-08,0,3.17647058823529,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.1127603915188573,1,3.17647058823529,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.17757049685880777,2,3.17647058823529,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.21853308461397658,3,3.17647058823529,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.263246966265438,4,3.17647058823529,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.2194918640029917,5,3.17647058823529,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.2477427631136797,6,3.17647058823529,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.19892820442644965,7,3.17647058823529,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.21746657519425094,8,3.17647058823529,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.15824244755046823,9,3.17647058823529,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.12709506395904724,10,3.17647058823529,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.1252249699148562,11,3.17647058823529,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.09495325148464817,12,3.17647058823529,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,1.4024334804574323e-08,0,4.64705882352941,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.08382592013040735,1,4.64705882352941,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.0706775584756667,2,4.64705882352941,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.07031488907053718,3,4.64705882352941,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.0834005246559626,4,4.64705882352941,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.07682973539137217,5,4.64705882352941,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.08478766487509704,6,4.64705882352941,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.07309778738467165,7,4.64705882352941,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.08426272893145326,8,4.64705882352941,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.06571948647418469,9,4.64705882352941,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.06155851173413118,10,4.64705882352941,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.04837647540384826,11,4.64705882352941,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.020935530990701445,12,4.64705882352941,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,1.4024334804574323e-08,0,4.76470588235294,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.03517918319083013,1,4.76470588235294,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.09757753177074102,2,4.76470588235294,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.09709175123302383,3,4.76470588235294,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.1120230296436,4,4.76470588235294,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.08885310701361626,5,4.76470588235294,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.09180533390313173,6,4.76470588235294,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.08458192007115783,7,4.76470588235294,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.10289206996158062,8,4.76470588235294,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.07671609718376482,9,4.76470588235294,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.06803021420659994,10,4.76470588235294,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.06598443334582238,11,4.76470588235294,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.05583719729763992,12,4.76470588235294,9,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.0,0,4.64705882352941,8,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.024663503196139303,1,4.64705882352941,8,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.06686915873293586,2,4.64705882352941,8,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.07986045340837444,3,4.64705882352941,8,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.09655864795133429,4,4.64705882352941,8,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.10063186378953015,5,4.64705882352941,8,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.13021609752129581,6,4.64705882352941,8,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.1378635534378454,7,4.64705882352941,8,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.15518904762772368,8,4.64705882352941,8,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.1238513444402417,9,4.64705882352941,8,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.12979329502515669,10,4.64705882352941,8,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.16198866604596018,11,4.64705882352941,8,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.06912148646064242,12,4.64705882352941,8,9,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,1.6071521891092289e-10,0,2.88235294117647,11,12,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.018276590562975814,1,2.88235294117647,11,12,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.03141293499384623,2,2.88235294117647,11,12,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.0340239692437766,3,2.88235294117647,11,12,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.028522411580508167,4,2.88235294117647,11,12,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.028453639878266768,5,2.88235294117647,11,12,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.037190833055215755,6,2.88235294117647,11,12,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.04126991552647086,7,2.88235294117647,11,12,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.04931960516814016,8,2.88235294117647,11,12,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.030122360023205563,9,2.88235294117647,11,12,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.024240358340660628,10,2.88235294117647,11,12,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.046613018704490305,11,2.88235294117647,11,12,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.033985003975923855,12,2.88235294117647,11,12,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,1.6071521891092289e-10,0,4.76470588235294,11,11,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.05342819096966467,1,4.76470588235294,11,11,Original,124643328,PlanTL-GOB-ES/roberta-base-bne,spanish,No
