sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,Ablation,n_params,mpath,language,multilingual
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.0,0,3.17647058823529,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.04520696176150585,1,3.17647058823529,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.08393888204513689,2,3.17647058823529,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.0895551961571357,3,3.17647058823529,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.07129582978091009,4,3.17647058823529,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.06955436698254835,5,3.17647058823529,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,Compró el aceite de motor.,aceite, aceite,Different Sense,0.20398218477828145,6,3.17647058823529,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.0,0,4.64705882352941,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.025104162553231002,1,4.64705882352941,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.03598701597334353,2,4.64705882352941,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.043300387986738964,3,4.64705882352941,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.03645830024980756,4,4.64705882352941,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.03164558853519117,5,4.64705882352941,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de motor.,Compró el aceite de carro.,aceite, aceite,Different Sense,0.09363915094966047,6,4.64705882352941,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.0,0,4.76470588235294,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.026245423619475017,1,4.76470588235294,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.07261936921412349,2,4.76470588235294,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.05943008199183519,3,4.76470588235294,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.06289774210809052,4,4.76470588235294,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.05048914724128051,5,4.76470588235294,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,Compró el aceite de cocina.,aceite, aceite,Different Sense,0.11075964561840757,6,4.76470588235294,8,8,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.0,0,4.64705882352941,8,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.0454966405306948,1,4.64705882352941,8,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.09794063401282493,2,4.64705882352941,8,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.09617561151003118,3,4.64705882352941,8,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.12109907140507914,4,4.64705882352941,8,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.09541154520729711,5,4.64705882352941,8,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Le gustó el ala sureste.,Le gustó el ala remodelada.,ala, ala,Different Sense,0.16305790570293144,6,4.64705882352941,8,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,1.8260836509575995e-08,0,2.88235294117647,9,10,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.03335643502209851,1,2.88235294117647,9,10,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.06034755113781509,2,2.88235294117647,9,10,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.05516837613861281,3,2.88235294117647,9,10,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.10042783719868231,4,2.88235294117647,9,10,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.1652740430296994,5,2.88235294117647,9,10,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Evaluó el algodón sembrado.,Evaluó el algodón endulzado.,algodón, algodón,Different Sense,0.20117680123414683,6,2.88235294117647,9,10,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,1.8260836509575995e-08,0,4.76470588235294,9,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.013326606633937477,1,4.76470588235294,9,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.03135639885298158,2,4.76470588235294,9,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.02245679756385388,3,4.76470588235294,9,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.018421774091903043,4,4.76470588235294,9,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.033747923906144894,5,4.76470588235294,9,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Evaluó el algodón cultivado.,Evaluó el algodón sembrado.,algodón, algodón,Different Sense,0.04434257060809643,6,4.76470588235294,9,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,1.664711968274446e-08,0,4.47058823529412,8,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.020633299216314405,1,4.47058823529412,8,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.04880530910148739,2,4.47058823529412,8,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.045178397619683675,3,4.47058823529412,8,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.05308923439820912,4,4.47058823529412,8,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.041341296786846615,5,4.47058823529412,8,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Se trataba del arte renacentista.,Se trataba del arte abstracto.,arte, arte,Different Sense,0.1086433331930331,6,4.47058823529412,8,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,1.686037531811735e-08,0,1.29411764705882,7,7,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.05815897560495098,1,1.29411764705882,7,7,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.10707663375531074,2,1.29411764705882,7,7,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.07746238239256698,3,1.29411764705882,7,7,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.08644078026528812,4,1.29411764705882,7,7,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.06906909649237758,5,1.29411764705882,7,7,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Era un banco financiero.,Era un banco plástico.,banco, banco,Different Sense,0.13337542057607366,6,1.29411764705882,7,7,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.0,0,2.0,9,10,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.04989765434712512,1,2.0,9,10,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.12796398883811855,2,2.0,9,10,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.11533845459170555,3,2.0,9,10,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.1352923894579744,4,2.0,9,10,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.11219887902460635,5,2.0,9,10,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Ella vio la caja registradora.,Ella vio la caja percusiva.,caja, caja,Different Sense,0.23268463247560944,6,2.0,9,10,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Ella vio la caja registradora.,Ella vio la caja sellada.,caja, caja,Different Sense,0.0,0,2.70588235294118,9,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Ella vio la caja registradora.,Ella vio la caja sellada.,caja, caja,Different Sense,0.03896162270757708,1,2.70588235294118,9,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Ella vio la caja registradora.,Ella vio la caja sellada.,caja, caja,Different Sense,0.11535699509947905,2,2.70588235294118,9,9,Original,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
