sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,Ablation,n_params,mpath,language,multilingual
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06641809934358966,1,2.181818182,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05387322080387957,2,2.181818182,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06550915403991764,3,2.181818182,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06258920156476844,4,2.181818182,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06357660018860833,5,2.181818182,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11554169241921475,6,2.181818182,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06917702307052487,1,2.0,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08629492979121312,2,2.0,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09547549043906711,3,2.0,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.07811101659873554,4,2.0,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09327679623176244,5,2.0,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.19834290911055175,6,2.0,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.08322440765609873,1,2.818181818,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.10165504031172423,2,2.818181818,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.09014105307184395,3,2.818181818,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.08168062913548801,4,2.818181818,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.09227914265823778,5,2.818181818,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.16812529729912784,6,2.818181818,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.80952381,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.13867647753854495,1,2.80952381,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.17060290387382004,2,2.80952381,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.14529519044606343,3,2.80952381,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.11999192248637758,4,2.80952381,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1289340644527477,5,2.80952381,8,8,Original,66362880,distilbert/distilbert-base-uncased,english,No
