sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,Ablation,n_params,mpath,language,multilingual
It was a desperate act.,It was a magic act.,act,act,Different Sense,1.4080606347555147e-08,0,2.181818182,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06425458435072084,1,2.181818182,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.08580651707648512,2,2.181818182,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07760928498277908,3,2.181818182,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11645758731476241,4,2.181818182,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1468383927486916,5,2.181818182,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1478877292037757,6,2.181818182,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.16045446848651945,7,2.181818182,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.16033436924502908,8,2.181818182,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.17177595920130762,9,2.181818182,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18658122745577665,10,2.181818182,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1714934360128496,11,2.181818182,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.2041102622356047,12,2.181818182,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,1.4080606347555147e-08,0,2.0,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08144830737797437,1,2.0,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.11049556876735689,2,2.0,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.12461041226054892,3,2.0,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.14286178148094508,4,2.0,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.15011932946458195,5,2.0,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.16373075306161033,6,2.0,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1688483215785933,7,2.0,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.15816911566324487,8,2.0,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.18352349039133953,9,2.0,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2180341481618151,10,2.0,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.19346399240902212,11,2.0,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.21561546958756417,12,2.0,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,1.4080606347555147e-08,0,2.818181818,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.09350686440253497,1,2.818181818,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.12646441370217698,2,2.818181818,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1076856109579356,3,2.818181818,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.11645771557529916,4,2.818181818,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.14133532828850748,5,2.818181818,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1479537957885665,6,2.818181818,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.17317294085643076,7,2.818181818,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18248143415004736,8,2.818181818,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.17737579747971222,9,2.818181818,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1842842634697236,10,2.818181818,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.15601178964026763,11,2.818181818,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a magic act.,act,act,Different Sense,0.19148804464768765,12,2.818181818,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,1.4080606347555147e-08,0,2.80952381,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.14211000970270937,1,2.80952381,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1955700318457808,2,2.80952381,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.2088915400328082,3,2.80952381,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.20686491756292613,4,2.80952381,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1971136521610426,5,2.80952381,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19991949164629852,6,2.80952381,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19516469414107074,7,2.80952381,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.18813169393672358,8,2.80952381,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.20257061060034298,9,2.80952381,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.22774905357734887,10,2.80952381,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19249700895308552,11,2.80952381,8,8,Original,109482240,bert-base-uncased,english,No
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.2252716060341654,12,2.80952381,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,1.4080606347555147e-08,0,3.9,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.07927426644914193,1,3.9,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.11004169825341648,2,3.9,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.11261361348866072,3,3.9,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.11625151489296781,4,3.9,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.13676132848953726,5,3.9,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.13091782792399698,6,3.9,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.13061067707275686,7,3.9,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.13980109075554037,8,3.9,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.14987887146612178,9,3.9,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.16650334579437875,10,3.9,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.13946705683710958,11,3.9,8,8,Original,109482240,bert-base-uncased,english,No
It was a desperate act.,It was a humane act.,act,act,Same Sense,0.16798999099097245,12,3.9,8,8,Original,109482240,bert-base-uncased,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,1.4080606347555147e-08,0,3.764705882,8,8,Original,109482240,bert-base-uncased,english,No
It was a magic act.,It was a comedic act.,act,act,Same Sense,0.08688446484580514,1,3.764705882,8,8,Original,109482240,bert-base-uncased,english,No
