sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,Ablation,n_params,mpath,language,multilingual
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.015558295528772192,0,2.181818182,9,8,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04535268873361209,1,2.181818182,9,8,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04464049857582142,2,2.181818182,9,8,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.028145145399910976,3,2.181818182,9,8,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04719032484710006,4,2.181818182,9,8,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.037068840965925665,5,2.181818182,9,8,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0328421514110816,6,2.181818182,9,8,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02792490620252952,7,2.181818182,9,8,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02665367420511955,8,2.181818182,9,8,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.020779456418426157,9,2.181818182,9,8,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.017338097808434205,10,2.181818182,9,8,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.01570327254382009,11,2.181818182,9,8,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0017600431873445732,12,2.181818182,9,8,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a comedic act.,act,act,Different Sense,4.670861364353129e-09,0,2.0,9,9,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.011967754468091618,1,2.0,9,9,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.01744332969829232,2,2.0,9,9,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.017630172724648174,3,2.0,9,9,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.03374926664926903,4,2.0,9,9,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.02607407839175535,5,2.0,9,9,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.024526292940456385,6,2.0,9,9,Original,278043648,FacebookAI/xlm-roberta-base,english,Yes
