sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,Ablation,n_params,mpath,language,multilingual
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0,0,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05649431235713365,1,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.061570173764979974,2,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06910016007502462,3,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.09674596646579403,4,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.08240888571770444,5,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0775392854627649,6,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05649943017876724,7,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05890310529920506,8,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07080045054492201,9,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06685677371459076,10,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0674486394041508,11,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06448641712453995,12,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.09610442713737843,13,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11138333072029294,14,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.09746389390750942,15,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07924000024715883,16,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07721083681435148,17,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.0702039691102837,18,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06830856985620015,19,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07106408120997743,20,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06929144244613383,21,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06634814144411538,22,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06293539497940814,23,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.013588335911379423,24,2.181818182,8,8,Original,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,8,8,Original,355359744,FacebookAI/roberta-large,english,No
