sentence,word,string,Layer,num_tokens_original,num_tokens_unique,prop_original_tokens,mean_dist,centered_isotropy,intra_sentence_similarity,n_params,mpath,language,multilingual
Compró el aceite de oliva.,aceite,aceite,0,8,8,1.0,0.9881717292211144,1.1214464157819748,0.34451956,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,aceite,aceite,1,8,8,1.0,0.6030642992339423,1.1297759860754013,0.68333244,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,aceite,aceite,2,8,8,1.0,0.5546985520678739,1.1309307515621185,0.71368915,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,aceite,aceite,3,8,8,1.0,0.44119179049402046,1.1322329342365265,0.7819718,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,aceite,aceite,4,8,8,1.0,0.4904846822016132,1.1337285190820694,0.75386757,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,aceite,aceite,5,8,8,1.0,0.26035977916958064,1.1360034197568893,0.87821805,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de oliva.,aceite,aceite,6,8,8,1.0,0.21298437999890854,1.1347612142562866,0.90199256,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de carro.,aceite,aceite,0,8,8,1.0,0.9903787051170669,1.1205316260457039,0.34136844,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de carro.,aceite,aceite,1,8,8,1.0,0.6076400464577442,1.130094364285469,0.68134797,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de carro.,aceite,aceite,2,8,8,1.0,0.5730701053624239,1.1293004602193832,0.70349723,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de carro.,aceite,aceite,3,8,8,1.0,0.45792018726097405,1.132270261645317,0.7731471,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de carro.,aceite,aceite,4,8,8,1.0,0.5031442075748273,1.1334501057863235,0.7471019,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de carro.,aceite,aceite,5,8,8,1.0,0.2818780192759348,1.13335882127285,0.8674964,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de carro.,aceite,aceite,6,8,8,1.0,0.21061841407684104,1.134030133485794,0.90312576,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
Compró el aceite de cocina.,aceite,aceite,0,8,8,1.0,0.9933506979262207,1.1210492476820946,0.33806998,66338304,dccuchile/distilbert-base-spanish-uncased,spanish,No
