sentence,word,string,Layer,num_tokens_original,num_tokens_unique,prop_original_tokens,mean_dist,centered_isotropy,intra_sentence_similarity,n_params,mpath,language,multilingual
It was a desperate act.,act,act,0,8,8,1.0,0.7868897402184457,1.1401153653860092,0.55676156,222595584,albert/albert-xxlarge-v2,english,No
It was a desperate act.,act,act,1,8,8,1.0,0.909867508622192,1.1386926174163818,0.44175452,222595584,albert/albert-xxlarge-v2,english,No
It was a desperate act.,act,act,2,8,8,1.0,0.973634783521821,1.1276610344648361,0.3366694,222595584,albert/albert-xxlarge-v2,english,No
It was a desperate act.,act,act,3,8,8,1.0,0.9600652431096445,1.1313616186380386,0.3538196,222595584,albert/albert-xxlarge-v2,english,No
It was a desperate act.,act,act,4,8,8,1.0,0.9450704090618132,1.1326159089803696,0.3708325,222595584,albert/albert-xxlarge-v2,english,No
It was a desperate act.,act,act,5,8,8,1.0,0.9518152168787308,1.1329566538333893,0.363627,222595584,albert/albert-xxlarge-v2,english,No
It was a desperate act.,act,act,6,8,8,1.0,0.9534951670981394,1.1324687600135803,0.36090878,222595584,albert/albert-xxlarge-v2,english,No
It was a desperate act.,act,act,7,8,8,1.0,0.9551754950346021,1.1316079646348953,0.35891473,222595584,albert/albert-xxlarge-v2,english,No
It was a desperate act.,act,act,8,8,8,1.0,0.9527725063832966,1.1319995075464249,0.36159015,222595584,albert/albert-xxlarge-v2,english,No
It was a desperate act.,act,act,9,8,8,1.0,0.9594937472816295,1.1317859143018723,0.35381055,222595584,albert/albert-xxlarge-v2,english,No
It was a desperate act.,act,act,10,8,8,1.0,0.9608706576889,1.1314175426959991,0.3520677,222595584,albert/albert-xxlarge-v2,english,No
It was a desperate act.,act,act,11,8,8,1.0,0.9681277182490461,1.130511850118637,0.34400928,222595584,albert/albert-xxlarge-v2,english,No
It was a desperate act.,act,act,12,8,8,1.0,0.6701055205091525,1.1354415267705917,0.63867867,222595584,albert/albert-xxlarge-v2,english,No
It was a humane act.,act,act,0,9,9,1.0,0.7702885247980095,1.1234381049871445,0.5604324,222595584,albert/albert-xxlarge-v2,english,No
