sentence,word,string,Layer,num_tokens_original,num_tokens_unique,prop_original_tokens,mean_dist,centered_isotropy,intra_sentence_similarity,n_params,mpath,language,multilingual
Compró el aceite de oliva.,aceite,aceite,0,10,10,1.0,0.8798779110557544,1.1100094243884087,0.45609578,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,1,10,10,1.0,0.4228223531443411,1.1000520512461662,0.7870024,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,2,10,10,1.0,0.3536437364568635,1.0991721600294113,0.8256515,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,3,10,10,1.0,0.34686645787340964,1.0999819114804268,0.82932985,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,4,10,10,1.0,0.31221027245306127,1.1052058190107346,0.84794486,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,5,10,10,1.0,0.29160087385685735,1.1060679405927658,0.858812,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,6,10,10,1.0,0.25748209395274274,1.1068150401115417,0.87650776,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,7,10,10,1.0,0.24969650382098788,1.1082876324653625,0.880496,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,8,10,10,1.0,0.22628887804382636,1.1089303195476532,0.8923787,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,9,10,10,1.0,0.195408194961195,1.109085164964199,0.90781724,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,10,10,10,1.0,0.19244017698580396,1.1083675473928452,0.9092876,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,11,10,10,1.0,0.21775026136474965,1.1077819615602493,0.8966732,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,12,10,10,1.0,0.2642845674164727,1.1081658080220222,0.8730072,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,13,10,10,1.0,0.31024860714814523,1.1005415692925453,0.8488618,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,14,10,10,1.0,0.3129260989145272,1.0969064384698868,0.84717417,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,15,10,10,1.0,0.32824791251994234,1.1045360639691353,0.8393877,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,16,10,10,1.0,0.3629927399051218,1.1063248291611671,0.82043743,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,17,10,10,1.0,0.31350924344837117,1.107420839369297,0.84722674,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,18,10,10,1.0,0.25705302773183486,1.1039681136608124,0.8767268,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,19,10,10,1.0,0.2714550559397192,1.1032291650772095,0.8693019,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,20,10,10,1.0,0.47289741701440713,1.0439930260181427,0.75787485,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,21,10,10,1.0,0.34972015379514787,1.0539846792817116,0.82779133,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,22,10,10,1.0,0.48534013645039586,1.0570002608001232,0.75031996,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,23,10,10,1.0,0.5081187937501186,1.0569097846746445,0.7366649,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,24,10,10,1.0,0.029274204600285937,1.096066728234291,0.9867388,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de carro.,aceite,aceite,0,9,9,1.0,0.8855421559364506,1.1238252818584442,0.46122634,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de carro.,aceite,aceite,1,9,9,1.0,0.43948852453756765,1.1114332154393196,0.78052455,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de carro.,aceite,aceite,2,9,9,1.0,0.34459924404506354,1.1098822057247162,0.8328669,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de carro.,aceite,aceite,3,9,9,1.0,0.33404891329687164,1.1108445823192596,0.8384693,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de carro.,aceite,aceite,4,9,9,1.0,0.29460942514460337,1.117118239402771,0.8591419,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
Compró el aceite de carro.,aceite,aceite,5,9,9,1.0,0.2894115240292694,1.1186695396900177,0.86182594,559890432,FacebookAI/xlm-roberta-large,spanish,Yes
