sentence,word,string,Layer,num_tokens_original,num_tokens_unique,prop_original_tokens,mean_dist,centered_isotropy,intra_sentence_similarity,n_params,mpath,language,multilingual
It was a desperate act.,act,act,0,8,8,1.0,0.8669601245281557,1.133187785744667,0.48666152,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,act,act,1,8,8,1.0,0.6684893267276429,1.130691796541214,0.64154226,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,act,act,2,8,8,1.0,0.6713038348039246,1.1393670290708542,0.6417762,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,act,act,3,8,8,1.0,0.5618888208527829,1.1394249647855759,0.71224546,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,act,act,4,8,8,1.0,0.4930122855240138,1.139463409781456,0.7512053,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,act,act,5,8,8,1.0,0.44327853824370905,1.136333629488945,0.76717615,66362880,distilbert/distilbert-base-uncased,english,No
It was a desperate act.,act,act,6,8,8,1.0,0.6251398911497174,1.1071924790740013,0.6664282,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,act,act,0,8,8,1.0,0.873599293799395,1.1328963488340378,0.48066944,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,act,act,1,8,8,1.0,0.665456976777129,1.1322229653596878,0.64436626,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,act,act,2,8,8,1.0,0.6644418478743557,1.1395715773105621,0.6465919,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,act,act,3,8,8,1.0,0.5468703618982607,1.1398008316755295,0.72145784,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,act,act,4,8,8,1.0,0.473232850458288,1.1391006857156754,0.76253337,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,act,act,5,8,8,1.0,0.4360249801721519,1.1360506117343903,0.7713322,66362880,distilbert/distilbert-base-uncased,english,No
It was a humane act.,act,act,6,8,8,1.0,0.6021199236641461,1.0962827801704407,0.6794681,66362880,distilbert/distilbert-base-uncased,english,No
It was a magic act.,act,act,0,8,8,1.0,0.8604362507887308,1.1329850554466248,0.49214187,66362880,distilbert/distilbert-base-uncased,english,No
It was a magic act.,act,act,1,8,8,1.0,0.6565971174965488,1.131703034043312,0.6498065,66362880,distilbert/distilbert-base-uncased,english,No
It was a magic act.,act,act,2,8,8,1.0,0.6660772075477387,1.1393762677907944,0.6453627,66362880,distilbert/distilbert-base-uncased,english,No
It was a magic act.,act,act,3,8,8,1.0,0.5505008006686184,1.1397246569395065,0.71923196,66362880,distilbert/distilbert-base-uncased,english,No
It was a magic act.,act,act,4,8,8,1.0,0.4918426717122735,1.1398880779743195,0.75192386,66362880,distilbert/distilbert-base-uncased,english,No
It was a magic act.,act,act,5,8,8,1.0,0.4484440898785116,1.136980026960373,0.76689565,66362880,distilbert/distilbert-base-uncased,english,No
It was a magic act.,act,act,6,8,8,1.0,0.5855050484378385,1.1015630140900612,0.69287753,66362880,distilbert/distilbert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,0,8,8,1.0,0.877839298811488,1.1323330849409103,0.4758678,66362880,distilbert/distilbert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,1,8,8,1.0,0.6613424348888677,1.1310663372278214,0.64639926,66362880,distilbert/distilbert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,2,8,8,1.0,0.662664658200911,1.1392234861850739,0.64763033,66362880,distilbert/distilbert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,3,8,8,1.0,0.5392648564863755,1.1404027044773102,0.72603047,66362880,distilbert/distilbert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,4,8,8,1.0,0.4703403272648717,1.1401977986097336,0.76413023,66362880,distilbert/distilbert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,5,8,8,1.0,0.4478335312980984,1.1371023803949356,0.76377386,66362880,distilbert/distilbert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,6,8,8,1.0,0.6324201454291731,1.097877912223339,0.6586823,66362880,distilbert/distilbert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,0,11,11,1.0,0.9374612108022221,1.0941857248544693,0.3794832,66362880,distilbert/distilbert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,1,11,11,1.0,0.7458033778682972,1.0903972387313843,0.5644266,66362880,distilbert/distilbert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,2,11,11,1.0,0.7132482509083347,1.0957525670528412,0.5916824,66362880,distilbert/distilbert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,3,11,11,1.0,0.5905437266123954,1.0970913991332054,0.67986435,66362880,distilbert/distilbert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,4,11,11,1.0,0.48679892572879335,1.0972299203276634,0.74478453,66362880,distilbert/distilbert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,5,11,11,1.0,0.4294020061681377,1.092570997774601,0.7733095,66362880,distilbert/distilbert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,6,11,11,1.0,0.5769976733713789,1.0625566840171814,0.68520856,66362880,distilbert/distilbert-base-uncased,english,No
He had a legal appeal.,appeal,appeal,0,8,8,1.0,0.8708176551956476,1.133205696940422,0.4827947,66362880,distilbert/distilbert-base-uncased,english,No
He had a legal appeal.,appeal,appeal,1,8,8,1.0,0.6613303284475014,1.131137728691101,0.6461183,66362880,distilbert/distilbert-base-uncased,english,No
He had a legal appeal.,appeal,appeal,2,8,8,1.0,0.6661916362675883,1.1390151232481003,0.6451742,66362880,distilbert/distilbert-base-uncased,english,No
He had a legal appeal.,appeal,appeal,3,8,8,1.0,0.5542754122550665,1.1399885714054108,0.7169035,66362880,distilbert/distilbert-base-uncased,english,No
He had a legal appeal.,appeal,appeal,4,8,8,1.0,0.4913152444929336,1.1406894326210022,0.75209785,66362880,distilbert/distilbert-base-uncased,english,No
He had a legal appeal.,appeal,appeal,5,8,8,1.0,0.45654806794383535,1.1404461115598679,0.7580747,66362880,distilbert/distilbert-base-uncased,english,No
