sentence,word,string,Layer,num_tokens_original,num_tokens_unique,prop_original_tokens,mean_dist,centered_isotropy,intra_sentence_similarity,n_params,mpath,language,multilingual
Compró el aceite de oliva.,aceite,aceite,0,8,8,1.0,0.8139106298016646,1.1413550227880478,0.53623307,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,1,8,8,1.0,0.49346600476591157,1.1369128972291946,0.7462579,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,2,8,8,1.0,0.44173302450167196,1.1356644034385681,0.77589595,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,3,8,8,1.0,0.417030596972446,1.1354767084121704,0.7899957,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,4,8,8,1.0,0.40430445861621195,1.1341292709112167,0.79653597,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,5,8,8,1.0,0.4402871790943448,1.1345833390951157,0.77555335,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,6,8,8,1.0,0.4271307678193634,1.1352503448724747,0.7824855,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,7,8,8,1.0,0.43652103575123186,1.1366615742444992,0.7753766,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,8,8,8,1.0,0.3990797495167605,1.1379969269037247,0.7956231,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,9,8,8,1.0,0.4007996131935251,1.1393474340438843,0.7936009,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,10,8,8,1.0,0.42958374581422903,1.1392106860876083,0.77353287,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,11,8,8,1.0,0.4506425116231196,1.138498991727829,0.7570166,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,12,8,8,1.0,0.47208842716361277,1.1381332129240036,0.7403562,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,13,8,8,1.0,0.4810549558977874,1.1381251960992813,0.73290133,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,14,8,8,1.0,0.47935468334377745,1.1385676562786102,0.7334956,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,15,8,8,1.0,0.48573025770239336,1.138759732246399,0.728974,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,16,8,8,1.0,0.5050027525111858,1.138718143105507,0.71633935,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,17,8,8,1.0,0.5111643034110213,1.1384289264678955,0.7124222,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,18,8,8,1.0,0.5175370139310702,1.1382716447114944,0.7082325,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,19,8,8,1.0,0.5210866913632325,1.1381909847259521,0.705776,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,20,8,8,1.0,0.5276919615134663,1.138041377067566,0.7011345,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,21,8,8,1.0,0.5279693251786256,1.1376868337392807,0.70067954,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,22,8,8,1.0,0.5272017876265737,1.1373234242200851,0.70107365,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,23,8,8,1.0,0.5224866627924102,1.1370307952165604,0.7042368,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de oliva.,aceite,aceite,24,8,8,1.0,0.52796855537691,1.136860728263855,0.70059735,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de carro.,aceite,aceite,0,8,8,1.0,0.8199394198993463,1.1408518254756927,0.53128487,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de carro.,aceite,aceite,1,8,8,1.0,0.485551147611177,1.1359197050333023,0.75082123,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de carro.,aceite,aceite,2,8,8,1.0,0.430402970333096,1.1332612335681915,0.7822754,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de carro.,aceite,aceite,3,8,8,1.0,0.4243309387674232,1.1344294846057892,0.78575397,58852864,dccuchile/albert-xlarge-spanish,spanish,No
Compró el aceite de carro.,aceite,aceite,4,8,8,1.0,0.4190593818919256,1.1325601190328598,0.78810537,58852864,dccuchile/albert-xlarge-spanish,spanish,No
