sentence,word,string,Layer,num_tokens_original,num_tokens_unique,prop_original_tokens,mean_dist,centered_isotropy,intra_sentence_similarity,n_params,mpath,language,multilingual
It was a desperate act.,act,act,0,8,8,1.0,0.8888389930579071,1.139449268579483,0.47013724,108310272,bert-base-cased,english,No
It was a desperate act.,act,act,1,8,8,1.0,0.6772767645719382,1.124838337302208,0.6354451,108310272,bert-base-cased,english,No
It was a desperate act.,act,act,2,8,8,1.0,0.6155496443154151,1.1237041801214218,0.67682683,108310272,bert-base-cased,english,No
It was a desperate act.,act,act,3,8,8,1.0,0.659669789582072,1.134144052863121,0.64831465,108310272,bert-base-cased,english,No
It was a desperate act.,act,act,4,8,8,1.0,0.6237613516790657,1.1380900889635086,0.6726996,108310272,bert-base-cased,english,No
It was a desperate act.,act,act,5,8,8,1.0,0.5708002850907812,1.1388358175754547,0.70579845,108310272,bert-base-cased,english,No
It was a desperate act.,act,act,6,8,8,1.0,0.54630243963562,1.1393263787031174,0.7200937,108310272,bert-base-cased,english,No
It was a desperate act.,act,act,7,8,8,1.0,0.5659569758191001,1.1399328708648682,0.70804286,108310272,bert-base-cased,english,No
It was a desperate act.,act,act,8,8,8,1.0,0.5621216659497525,1.1400200575590134,0.70987135,108310272,bert-base-cased,english,No
It was a desperate act.,act,act,9,8,8,1.0,0.4986238509336403,1.1373983919620514,0.748549,108310272,bert-base-cased,english,No
It was a desperate act.,act,act,10,8,8,1.0,0.4305187986448656,1.1323056668043137,0.7865004,108310272,bert-base-cased,english,No
It was a desperate act.,act,act,11,8,8,1.0,0.3793123400143528,1.1281870752573013,0.80946696,108310272,bert-base-cased,english,No
It was a desperate act.,act,act,12,8,8,1.0,0.5219338303334753,1.1049429178237915,0.732332,108310272,bert-base-cased,english,No
It was a humane act.,act,act,0,9,9,1.0,0.8821173029951089,1.1228172779083252,0.46368986,108310272,bert-base-cased,english,No
It was a humane act.,act,act,1,9,9,1.0,0.6990311239145299,1.1108501255512238,0.6130388,108310272,bert-base-cased,english,No
It was a humane act.,act,act,2,9,9,1.0,0.6448199076951878,1.1087814420461655,0.65117395,108310272,bert-base-cased,english,No
It was a humane act.,act,act,3,9,9,1.0,0.6821382035953847,1.1153853088617325,0.625459,108310272,bert-base-cased,english,No
It was a humane act.,act,act,4,9,9,1.0,0.6496505568000956,1.118899054825306,0.64879715,108310272,bert-base-cased,english,No
It was a humane act.,act,act,5,9,9,1.0,0.6128384694839731,1.118623547255993,0.6730875,108310272,bert-base-cased,english,No
It was a humane act.,act,act,6,9,9,1.0,0.6002011652426571,1.1197219416499138,0.6808389,108310272,bert-base-cased,english,No
It was a humane act.,act,act,7,9,9,1.0,0.6094960946999611,1.121831975877285,0.6747867,108310272,bert-base-cased,english,No
It was a humane act.,act,act,8,9,9,1.0,0.5924727270137687,1.1227729320526123,0.68553644,108310272,bert-base-cased,english,No
It was a humane act.,act,act,9,9,9,1.0,0.5164407862879327,1.1214031651616096,0.7336801,108310272,bert-base-cased,english,No
It was a humane act.,act,act,10,9,9,1.0,0.43763964596211286,1.117888368666172,0.7792909,108310272,bert-base-cased,english,No
It was a humane act.,act,act,11,9,9,1.0,0.37988680342843417,1.1156350672245026,0.80758786,108310272,bert-base-cased,english,No
It was a humane act.,act,act,12,9,9,1.0,0.5453657858210526,1.0974521338939667,0.71520686,108310272,bert-base-cased,english,No
It was a magic act.,act,act,0,8,8,1.0,0.8805712843324046,1.1397360563278198,0.47771463,108310272,bert-base-cased,english,No
It was a magic act.,act,act,1,8,8,1.0,0.6761993500104749,1.1247564926743507,0.63598853,108310272,bert-base-cased,english,No
