sentence,word,string,Layer,num_tokens_original,num_tokens_unique,prop_original_tokens,mean_dist,centered_isotropy,intra_sentence_similarity,n_params,mpath,language,multilingual
It was a desperate act.,act,act,0,9,9,1.0,0.9675064992183151,1.1200210377573967,0.36802515,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,act,act,1,9,9,1.0,0.7112655902431638,1.120637945830822,0.60489774,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,act,act,2,9,9,1.0,0.6676909271211521,1.1218947544693947,0.6369145,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,act,act,3,9,9,1.0,0.492202371729389,1.121558852493763,0.74904126,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,act,act,4,9,9,1.0,0.3567574858480802,1.1198465526103973,0.826275,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,act,act,5,9,9,1.0,0.15838865857633236,1.1133545264601707,0.9269216,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a desperate act.,act,act,6,9,9,1.0,0.4578492891249022,1.104152351617813,0.76959723,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a humane act.,act,act,0,9,9,1.0,0.95437121081577,1.1198404133319855,0.3833888,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a humane act.,act,act,1,9,9,1.0,0.6989050415570935,1.1211753189563751,0.61398697,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a humane act.,act,act,2,9,9,1.0,0.660870782477319,1.1226320937275887,0.6417377,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a humane act.,act,act,3,9,9,1.0,0.4901395409460021,1.122417874634266,0.7502131,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a humane act.,act,act,4,9,9,1.0,0.3383153818353506,1.1219501793384552,0.8361478,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a humane act.,act,act,5,9,9,1.0,0.1296989573448237,1.1214448735117912,0.9405865,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a humane act.,act,act,6,9,9,1.0,0.37938952220329053,1.1113947480916977,0.81390035,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a magic act.,act,act,0,8,8,1.0,0.9558444827676263,1.1367987245321274,0.397263,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a magic act.,act,act,1,8,8,1.0,0.698026919962575,1.1385621130466461,0.6219681,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a magic act.,act,act,2,8,8,1.0,0.6662214920881997,1.1403114795684814,0.6451236,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a magic act.,act,act,3,8,8,1.0,0.4839192539605383,1.139781966805458,0.75828683,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a magic act.,act,act,4,8,8,1.0,0.3088674207898951,1.139497086405754,0.85417974,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a magic act.,act,act,5,8,8,1.0,0.1092344847730388,1.1395711451768875,0.9510077,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
It was a magic act.,act,act,6,8,8,1.0,0.3606031041569749,1.1218531280755997,0.82708764,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
He had a universal appeal.,appeal,appeal,0,8,8,1.0,0.9671483465151068,1.1362317353487015,0.38422763,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
He had a universal appeal.,appeal,appeal,1,8,8,1.0,0.6922830940777357,1.1391280442476273,0.6264205,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
He had a universal appeal.,appeal,appeal,2,8,8,1.0,0.6753988597216843,1.1406215727329254,0.63890254,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
He had a universal appeal.,appeal,appeal,3,8,8,1.0,0.4973640475362943,1.1399624049663544,0.7504694,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
He had a universal appeal.,appeal,appeal,4,8,8,1.0,0.32031891922397804,1.1394651681184769,0.8482823,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
He had a universal appeal.,appeal,appeal,5,8,8,1.0,0.10641899919182415,1.138765573501587,0.95230186,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
He had a universal appeal.,appeal,appeal,6,8,8,1.0,0.3390305979196305,1.124291829764843,0.83847564,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
He had an undefinable appeal.,appeal,appeal,0,10,10,1.0,0.9858738102239394,1.1067416742444038,0.32892445,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
He had an undefinable appeal.,appeal,appeal,1,10,10,1.0,0.7487342775264257,1.1079401150345802,0.5694431,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
He had an undefinable appeal.,appeal,appeal,2,10,10,1.0,0.6918644530527038,1.1097179129719734,0.61369157,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
He had an undefinable appeal.,appeal,appeal,3,10,10,1.0,0.5240312580234621,1.1082841977477074,0.72585124,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
He had an undefinable appeal.,appeal,appeal,4,10,10,1.0,0.37727778635803366,1.107036180794239,0.8125717,134734080,distilbert/distilbert-base-multilingual-cased,english,Yes
