sentence,word,string,Layer,num_tokens_original,num_tokens_unique,prop_original_tokens,mean_dist,centered_isotropy,intra_sentence_similarity,n_params,mpath,language,multilingual
It was a desperate act.,act,act,0,9,9,1.0,0.9159214653233766,1.1211347952485085,0.4278843,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,act,act,1,9,9,1.0,0.7841281250194965,1.1187343448400497,0.5472336,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,act,act,2,9,9,1.0,0.7831153478217611,1.1194713413715363,0.5485365,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,act,act,3,9,9,1.0,0.651229450215283,1.122299313545227,0.64841825,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,act,act,4,9,9,1.0,0.6072671188411944,1.1224366798996925,0.67671436,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,act,act,5,9,9,1.0,0.4644270818744245,1.1217967420816422,0.7654364,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,act,act,6,9,9,1.0,0.37212636636831364,1.1241789385676384,0.8180282,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,act,act,7,9,9,1.0,0.3761289345043997,1.124340981245041,0.81576407,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,act,act,8,9,9,1.0,0.32579844025038135,1.124450258910656,0.84282184,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,act,act,9,9,9,1.0,0.22747932321534017,1.124763011932373,0.89319396,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,act,act,10,9,9,1.0,0.166766916470127,1.1243696734309196,0.92290646,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,act,act,11,9,9,1.0,0.1327756482204917,1.1236383616924286,0.93912625,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a desperate act.,act,act,12,9,9,1.0,0.3721490230460446,1.1186275333166122,0.8175626,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a humane act.,act,act,0,9,9,1.0,0.8979600227794143,1.121570497751236,0.44628975,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a humane act.,act,act,1,9,9,1.0,0.759447406367525,1.1204241886734962,0.56749964,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a humane act.,act,act,2,9,9,1.0,0.7499054520134028,1.1211213171482086,0.5754057,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a humane act.,act,act,3,9,9,1.0,0.6152814613635406,1.1230787858366966,0.67270505,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a humane act.,act,act,4,9,9,1.0,0.5738711165850138,1.123219981789589,0.69844943,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a humane act.,act,act,5,9,9,1.0,0.43729248379997576,1.1225646883249283,0.7811205,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a humane act.,act,act,6,9,9,1.0,0.3616961482278151,1.1243198439478874,0.82368296,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a humane act.,act,act,7,9,9,1.0,0.374540212192181,1.124086156487465,0.81665075,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a humane act.,act,act,8,9,9,1.0,0.3372506427317818,1.1241921707987785,0.8367665,177853440,google-bert/bert-base-multilingual-cased,english,Yes
It was a humane act.,act,act,9,9,9,1.0,0.23158242099101628,1.1246046125888824,0.8911505,177853440,google-bert/bert-base-multilingual-cased,english,Yes
