sentence,word,string,Layer,num_tokens_original,num_tokens_unique,prop_original_tokens,mean_dist,centered_isotropy,intra_sentence_similarity,n_params,mpath,language,multilingual
It was a desperate act.,act,act,0,8,8,1.0,0.7962653053274226,1.1402729898691177,0.5501391,11683584,albert/albert-base-v1,english,No
It was a desperate act.,act,act,1,8,8,1.0,0.764699878432724,1.1319569647312164,0.57007307,11683584,albert/albert-base-v1,english,No
It was a desperate act.,act,act,2,8,8,1.0,0.7358331351141612,1.1333736926317215,0.59256566,11683584,albert/albert-base-v1,english,No
It was a desperate act.,act,act,3,8,8,1.0,0.6916742132320407,1.1356831640005112,0.6253414,11683584,albert/albert-base-v1,english,No
It was a desperate act.,act,act,4,8,8,1.0,0.6690703133123985,1.1374631822109222,0.64140403,11683584,albert/albert-base-v1,english,No
It was a desperate act.,act,act,5,8,8,1.0,0.6827748786152293,1.137777715921402,0.6321315,11683584,albert/albert-base-v1,english,No
It was a desperate act.,act,act,6,8,8,1.0,0.6857242379131614,1.1383564919233322,0.6302662,11683584,albert/albert-base-v1,english,No
It was a desperate act.,act,act,7,8,8,1.0,0.6728032024980719,1.1388534158468246,0.6392872,11683584,albert/albert-base-v1,english,No
It was a desperate act.,act,act,8,8,8,1.0,0.6570556612710978,1.1395690888166428,0.65001583,11683584,albert/albert-base-v1,english,No
It was a desperate act.,act,act,9,8,8,1.0,0.6465404277948391,1.1400530189275742,0.6570066,11683584,albert/albert-base-v1,english,No
It was a desperate act.,act,act,10,8,8,1.0,0.636245387936445,1.1405454128980637,0.66381073,11683584,albert/albert-base-v1,english,No
It was a desperate act.,act,act,11,8,8,1.0,0.6245132580083043,1.1409948766231537,0.6714877,11683584,albert/albert-base-v1,english,No
It was a desperate act.,act,act,12,8,8,1.0,0.6168446636521493,1.141356721520424,0.67645085,11683584,albert/albert-base-v1,english,No
It was a humane act.,act,act,0,9,9,1.0,0.7909758253334286,1.1234989166259766,0.54451776,11683584,albert/albert-base-v1,english,No
It was a humane act.,act,act,1,9,9,1.0,0.773716405058239,1.1160533428192139,0.5540919,11683584,albert/albert-base-v1,english,No
It was a humane act.,act,act,2,9,9,1.0,0.7420826446852709,1.1161192283034325,0.57937276,11683584,albert/albert-base-v1,english,No
It was a humane act.,act,act,3,9,9,1.0,0.6952675269932209,1.1179216727614403,0.6152281,11683584,albert/albert-base-v1,english,No
It was a humane act.,act,act,4,9,9,1.0,0.6710681273931952,1.1189441308379173,0.63293004,11683584,albert/albert-base-v1,english,No
It was a humane act.,act,act,5,9,9,1.0,0.6629201876023899,1.119857206940651,0.638925,11683584,albert/albert-base-v1,english,No
It was a humane act.,act,act,6,9,9,1.0,0.6616846857221058,1.120313324034214,0.63988054,11683584,albert/albert-base-v1,english,No
It was a humane act.,act,act,7,9,9,1.0,0.6521144706142283,1.120771013200283,0.64661735,11683584,albert/albert-base-v1,english,No
It was a humane act.,act,act,8,9,9,1.0,0.6399795131934615,1.1213819459080696,0.65503323,11683584,albert/albert-base-v1,english,No
It was a humane act.,act,act,9,9,9,1.0,0.629719975780309,1.121967501938343,0.6619973,11683584,albert/albert-base-v1,english,No
It was a humane act.,act,act,10,9,9,1.0,0.6244246335568406,1.122125893831253,0.66545403,11683584,albert/albert-base-v1,english,No
It was a humane act.,act,act,11,9,9,1.0,0.6210796811816737,1.1221276372671127,0.6675751,11683584,albert/albert-base-v1,english,No
It was a humane act.,act,act,12,9,9,1.0,0.618856879501378,1.122216783463955,0.6689804,11683584,albert/albert-base-v1,english,No
It was a magic act.,act,act,0,8,8,1.0,0.786152590201913,1.1406728327274323,0.55815905,11683584,albert/albert-base-v1,english,No
It was a magic act.,act,act,1,8,8,1.0,0.7584553641275632,1.1334470957517624,0.57535416,11683584,albert/albert-base-v1,english,No
It was a magic act.,act,act,2,8,8,1.0,0.7212039481436081,1.135445088148117,0.6040083,11683584,albert/albert-base-v1,english,No
It was a magic act.,act,act,3,8,8,1.0,0.6751576842073714,1.1380435526371002,0.63759345,11683584,albert/albert-base-v1,english,No
It was a magic act.,act,act,4,8,8,1.0,0.6499069795371739,1.1391535252332687,0.65505624,11683584,albert/albert-base-v1,english,No
It was a magic act.,act,act,5,8,8,1.0,0.6436252234802475,1.1397520303726196,0.65937376,11683584,albert/albert-base-v1,english,No
