sentence,word,string,Layer,num_tokens_original,num_tokens_unique,prop_original_tokens,mean_dist,centered_isotropy,intra_sentence_similarity,n_params,mpath,language,multilingual
Compró el aceite de oliva.,aceite,aceite,0,11,11,1.0,0.971493470106856,1.0964411199092865,0.33677194,134734080,distilbert/distilbert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,1,11,11,1.0,0.7099124893169448,1.095585711300373,0.5940248,134734080,distilbert/distilbert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,2,11,11,1.0,0.6624440358300637,1.09733996540308,0.6302145,134734080,distilbert/distilbert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,3,11,11,1.0,0.5037699686144889,1.097708486020565,0.73544544,134734080,distilbert/distilbert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,4,11,11,1.0,0.36819293144607035,1.0970716699957848,0.81556755,134734080,distilbert/distilbert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,5,11,11,1.0,0.1451347941163765,1.0975776612758636,0.9316937,134734080,distilbert/distilbert-base-multilingual-cased,spanish,Yes
Compró el aceite de oliva.,aceite,aceite,6,11,11,1.0,0.45063034908587746,1.0920148119330406,0.7680612,134734080,distilbert/distilbert-base-multilingual-cased,spanish,Yes
Compró el aceite de carro.,aceite,aceite,0,10,10,1.0,0.9698466343556346,1.106678582727909,0.3504024,134734080,distilbert/distilbert-base-multilingual-cased,spanish,Yes
Compró el aceite de carro.,aceite,aceite,1,10,10,1.0,0.6979666762564288,1.1055518686771393,0.6079341,134734080,distilbert/distilbert-base-multilingual-cased,spanish,Yes
Compró el aceite de carro.,aceite,aceite,2,10,10,1.0,0.659965431105458,1.108234815299511,0.63662225,134734080,distilbert/distilbert-base-multilingual-cased,spanish,Yes
Compró el aceite de carro.,aceite,aceite,3,10,10,1.0,0.48724283878458746,1.1086367592215538,0.74845064,134734080,distilbert/distilbert-base-multilingual-cased,spanish,Yes
Compró el aceite de carro.,aceite,aceite,4,10,10,1.0,0.3422369127261393,1.1083667650818825,0.8317852,134734080,distilbert/distilbert-base-multilingual-cased,spanish,Yes
Compró el aceite de carro.,aceite,aceite,5,10,10,1.0,0.13675366143943238,1.1081871166825294,0.9364382,134734080,distilbert/distilbert-base-multilingual-cased,spanish,Yes
Compró el aceite de carro.,aceite,aceite,6,10,10,1.0,0.48294931676806435,1.1008334085345268,0.7514592,134734080,distilbert/distilbert-base-multilingual-cased,spanish,Yes
