sentence,word,string,Layer,num_tokens_original,num_tokens_unique,prop_original_tokens,mean_dist,centered_isotropy,intra_sentence_similarity,n_params,mpath,language,multilingual
It was a desperate act.,act,act,0,8,8,1.0,0.8494866762998032,1.1378118693828583,0.50524104,109482240,bert-base-uncased,english,No
It was a desperate act.,act,act,1,8,8,1.0,0.7714124928345518,1.1317389011383057,0.56636,109482240,bert-base-uncased,english,No
It was a desperate act.,act,act,2,8,8,1.0,0.6885612380397185,1.1246027573943138,0.62613076,109482240,bert-base-uncased,english,No
It was a desperate act.,act,act,3,8,8,1.0,0.7495917841507066,1.1335263401269913,0.58383286,109482240,bert-base-uncased,english,No
It was a desperate act.,act,act,4,8,8,1.0,0.7230991430474158,1.1391413658857346,0.60294676,109482240,bert-base-uncased,english,No
It was a desperate act.,act,act,5,8,8,1.0,0.6918082225721801,1.1387968063354492,0.6247437,109482240,bert-base-uncased,english,No
It was a desperate act.,act,act,6,8,8,1.0,0.6845155822828064,1.140087440609932,0.6309003,109482240,bert-base-uncased,english,No
It was a desperate act.,act,act,7,8,8,1.0,0.6707593195187712,1.1403550803661346,0.6401034,109482240,bert-base-uncased,english,No
It was a desperate act.,act,act,8,8,8,1.0,0.6748647008457687,1.140711948275566,0.63689595,109482240,bert-base-uncased,english,No
It was a desperate act.,act,act,9,8,8,1.0,0.6910113299931557,1.1408277750015259,0.6244664,109482240,bert-base-uncased,english,No
It was a desperate act.,act,act,10,8,8,1.0,0.6349730858800259,1.1413064301013947,0.65151143,109482240,bert-base-uncased,english,No
It was a desperate act.,act,act,11,8,8,1.0,0.6014893876106929,1.1425499022006989,0.6617482,109482240,bert-base-uncased,english,No
It was a desperate act.,act,act,12,8,8,1.0,0.7101913038505342,1.1326560974121094,0.61504537,109482240,bert-base-uncased,english,No
It was a humane act.,act,act,0,8,8,1.0,0.8600817037761378,1.136156901717186,0.49540806,109482240,bert-base-uncased,english,No
It was a humane act.,act,act,1,8,8,1.0,0.7637672772926248,1.1313211023807526,0.5722387,109482240,bert-base-uncased,english,No
It was a humane act.,act,act,2,8,8,1.0,0.6804920132070152,1.1245922669768333,0.63200086,109482240,bert-base-uncased,english,No
It was a humane act.,act,act,3,8,8,1.0,0.7384246934170923,1.133450910449028,0.5924771,109482240,bert-base-uncased,english,No
It was a humane act.,act,act,4,8,8,1.0,0.7080666429789487,1.1396410316228867,0.61392355,109482240,bert-base-uncased,english,No
It was a humane act.,act,act,5,8,8,1.0,0.6698682114888995,1.1392512172460556,0.64005756,109482240,bert-base-uncased,english,No
It was a humane act.,act,act,6,8,8,1.0,0.6703609582297478,1.1400533616542816,0.6406903,109482240,bert-base-uncased,english,No
It was a humane act.,act,act,7,8,8,1.0,0.650400270332323,1.1402316838502884,0.6539394,109482240,bert-base-uncased,english,No
It was a humane act.,act,act,8,8,8,1.0,0.6618838706854066,1.1404994875192642,0.64575386,109482240,bert-base-uncased,english,No
It was a humane act.,act,act,9,8,8,1.0,0.6852266163378679,1.1409764289855957,0.6284619,109482240,bert-base-uncased,english,No
It was a humane act.,act,act,10,8,8,1.0,0.6325376979943238,1.1415299773216248,0.64954174,109482240,bert-base-uncased,english,No
It was a humane act.,act,act,11,8,8,1.0,0.6193178001898596,1.1424560695886612,0.64849234,109482240,bert-base-uncased,english,No
It was a humane act.,act,act,12,8,8,1.0,0.7199759749909413,1.1325510293245316,0.60789347,109482240,bert-base-uncased,english,No
It was a magic act.,act,act,0,8,8,1.0,0.8420288126136518,1.137889564037323,0.5115706,109482240,bert-base-uncased,english,No
It was a magic act.,act,act,1,8,8,1.0,0.7639244033874527,1.1321727484464645,0.57202405,109482240,bert-base-uncased,english,No
It was a magic act.,act,act,2,8,8,1.0,0.6812822043679257,1.1264924556016922,0.6314738,109482240,bert-base-uncased,english,No
It was a magic act.,act,act,3,8,8,1.0,0.7444231552637159,1.1348281353712082,0.58814263,109482240,bert-base-uncased,english,No
It was a magic act.,act,act,4,8,8,1.0,0.7164315754567755,1.1398885995149612,0.6078919,109482240,bert-base-uncased,english,No
It was a magic act.,act,act,5,8,8,1.0,0.6720196190542652,1.1393090635538101,0.63856196,109482240,bert-base-uncased,english,No
It was a magic act.,act,act,6,8,8,1.0,0.6650806875172128,1.1397981196641922,0.64427114,109482240,bert-base-uncased,english,No
It was a magic act.,act,act,7,8,8,1.0,0.6471670397632671,1.1400391906499863,0.65605545,109482240,bert-base-uncased,english,No
It was a magic act.,act,act,8,8,8,1.0,0.6514931179761297,1.1400270611047745,0.6527459,109482240,bert-base-uncased,english,No
It was a magic act.,act,act,9,8,8,1.0,0.6753943608153288,1.1400732547044754,0.6353312,109482240,bert-base-uncased,english,No
It was a magic act.,act,act,10,8,8,1.0,0.6216410794476628,1.1405590772628784,0.66063786,109482240,bert-base-uncased,english,No
It was a magic act.,act,act,11,8,8,1.0,0.5767715219669041,1.1404906511306763,0.6780821,109482240,bert-base-uncased,english,No
It was a magic act.,act,act,12,8,8,1.0,0.6752647186672486,1.128282219171524,0.63928795,109482240,bert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,0,8,8,1.0,0.8634399744866802,1.1366143077611923,0.49222016,109482240,bert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,1,8,8,1.0,0.7651603761157798,1.131576955318451,0.5707959,109482240,bert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,2,8,8,1.0,0.68681438463964,1.1239760965108871,0.627102,109482240,bert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,3,8,8,1.0,0.7412761525912958,1.1334121227264404,0.59001523,109482240,bert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,4,8,8,1.0,0.714413535261944,1.139191910624504,0.6092498,109482240,bert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,5,8,8,1.0,0.6638218985172516,1.1392720341682434,0.6441448,109482240,bert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,6,8,8,1.0,0.6637679166911398,1.1402821391820908,0.64515674,109482240,bert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,7,8,8,1.0,0.650420053237781,1.140964075922966,0.6538711,109482240,bert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,8,8,8,1.0,0.6543765650848657,1.142091304063797,0.6507848,109482240,bert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,9,8,8,1.0,0.6703419168310114,1.1422879844903946,0.63855755,109482240,bert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,10,8,8,1.0,0.6620861240185045,1.142490029335022,0.6357606,109482240,bert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,11,8,8,1.0,0.617398173212318,1.1426021605730057,0.6609517,109482240,bert-base-uncased,english,No
He had a universal appeal.,appeal,appeal,12,8,8,1.0,0.6821628992715592,1.1294720023870468,0.634179,109482240,bert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,0,11,11,1.0,0.9266210951971274,1.0951536297798157,0.39373416,109482240,bert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,1,11,11,1.0,0.8452907941641076,1.0927580818533897,0.47747973,109482240,bert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,2,11,11,1.0,0.7836681654914478,1.086931250989437,0.5314794,109482240,bert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,3,11,11,1.0,0.8101331090527429,1.0920216664671898,0.5100569,109482240,bert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,4,11,11,1.0,0.784667245266472,1.0959447249770164,0.5330277,109482240,bert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,5,11,11,1.0,0.7429820942801436,1.0952153429389,0.56715554,109482240,bert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,6,11,11,1.0,0.7463595026206576,1.0966080129146576,0.5653347,109482240,bert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,7,11,11,1.0,0.7279563781221449,1.096739500761032,0.5796308,109482240,bert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,8,11,11,1.0,0.7075182009422487,1.097523495554924,0.5953772,109482240,bert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,9,11,11,1.0,0.7266713773820758,1.0969828143715858,0.5792461,109482240,bert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,10,11,11,1.0,0.6937407017450165,1.0981199815869331,0.6007047,109482240,bert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,11,11,11,1.0,0.6563762997024358,1.096641682088375,0.6292395,109482240,bert-base-uncased,english,No
He had an undefinable appeal.,appeal,appeal,12,11,11,1.0,0.676383075069194,1.0903647020459175,0.6192749,109482240,bert-base-uncased,english,No
He had a legal appeal.,appeal,appeal,0,8,8,1.0,0.8630888294897608,1.1370408087968826,0.49285114,109482240,bert-base-uncased,english,No
He had a legal appeal.,appeal,appeal,1,8,8,1.0,0.7609631128807487,1.1323551833629608,0.57404304,109482240,bert-base-uncased,english,No
He had a legal appeal.,appeal,appeal,2,8,8,1.0,0.6874665774809492,1.1240256801247597,0.62650764,109482240,bert-base-uncased,english,No
He had a legal appeal.,appeal,appeal,3,8,8,1.0,0.7473448754211204,1.1329895108938217,0.58534443,109482240,bert-base-uncased,english,No
He had a legal appeal.,appeal,appeal,4,8,8,1.0,0.719601023462549,1.1390516310930252,0.60552675,109482240,bert-base-uncased,english,No
He had a legal appeal.,appeal,appeal,5,8,8,1.0,0.6789153647863632,1.1389719098806381,0.63377535,109482240,bert-base-uncased,english,No
He had a legal appeal.,appeal,appeal,6,8,8,1.0,0.6686747245062802,1.140134185552597,0.641806,109482240,bert-base-uncased,english,No
He had a legal appeal.,appeal,appeal,7,8,8,1.0,0.649349262442703,1.1405463963747025,0.6545905,109482240,bert-base-uncased,english,No
He had a legal appeal.,appeal,appeal,8,8,8,1.0,0.6502461860202703,1.1413619965314865,0.6536024,109482240,bert-base-uncased,english,No
