sentence,word,string,Layer,num_tokens_original,num_tokens_unique,prop_original_tokens,mean_dist,centered_isotropy,intra_sentence_similarity,n_params,mpath,language,multilingual
It was a desperate act.,act,act,0,8,8,1.0,0.8081909580357985,1.1409798711538315,0.5410514,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,1,8,8,1.0,0.3700697119288735,1.1223390847444534,0.82220566,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,2,8,8,1.0,0.3508080368932152,1.1333614736795425,0.8324845,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,3,8,8,1.0,0.31637061966228636,1.1380603164434433,0.8503962,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,4,8,8,1.0,0.2968369439755274,1.1340410858392715,0.86038405,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,5,8,8,1.0,0.2844477250040588,1.137377455830574,0.8666644,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,6,8,8,1.0,0.27387835878901345,1.1347614377737045,0.8719841,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,7,8,8,1.0,0.24154575129056907,1.1374834924936295,0.8880582,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,8,8,8,1.0,0.21818054944710408,1.1399360448122025,0.89949507,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,9,8,8,1.0,0.20141133606699774,1.1398895829916,0.907615,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,10,8,8,1.0,0.16219394007999366,1.1407989859580994,0.92632616,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,11,8,8,1.0,0.18540874030621862,1.1400349587202072,0.91529584,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,12,8,8,1.0,0.1931348155825994,1.1390421241521835,0.9115958,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,13,8,8,1.0,0.1695370124250272,1.1387460678815842,0.9228518,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,14,8,8,1.0,0.16613028246581774,1.138566941022873,0.92446506,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,15,8,8,1.0,0.18388170665592954,1.1339530944824219,0.9160212,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,16,8,8,1.0,0.17982165464515346,1.1305260211229324,0.9179628,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,17,8,8,1.0,0.16018889714537618,1.1320393532514572,0.92727196,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,18,8,8,1.0,0.14255779185746073,1.135688230395317,0.9355538,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,19,8,8,1.0,0.13609658725679974,1.1361527889966965,0.93856937,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,20,8,8,1.0,0.17358655803165993,1.137090727686882,0.9209266,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,21,8,8,1.0,0.22829910843005852,1.1210766211152077,0.8945598,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,22,8,8,1.0,0.13398333158411282,1.1387291997671127,0.93955564,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,23,8,8,1.0,0.1227867253530714,1.1406212747097015,0.9447548,355359744,FacebookAI/roberta-large,english,No
It was a desperate act.,act,act,24,8,8,1.0,0.027774910372191795,1.1278647184371948,0.9877737,355359744,FacebookAI/roberta-large,english,No
It was a humane act.,act,act,0,8,8,1.0,0.8220857715563893,1.1409263908863068,0.5297072,355359744,FacebookAI/roberta-large,english,No
It was a humane act.,act,act,1,8,8,1.0,0.39205602322969835,1.118053361773491,0.8104069,355359744,FacebookAI/roberta-large,english,No
It was a humane act.,act,act,2,8,8,1.0,0.3552714860289439,1.1322627365589142,0.8301362,355359744,FacebookAI/roberta-large,english,No
It was a humane act.,act,act,3,8,8,1.0,0.3124517190785213,1.1380292028188705,0.8524101,355359744,FacebookAI/roberta-large,english,No
It was a humane act.,act,act,4,8,8,1.0,0.2913022604229945,1.1339889466762543,0.8631928,355359744,FacebookAI/roberta-large,english,No
It was a humane act.,act,act,5,8,8,1.0,0.2789365210455831,1.1365565955638885,0.86944187,355359744,FacebookAI/roberta-large,english,No
It was a humane act.,act,act,6,8,8,1.0,0.2731624162064658,1.1347028464078903,0.8723432,355359744,FacebookAI/roberta-large,english,No
It was a humane act.,act,act,7,8,8,1.0,0.23163106571935949,1.1377825438976288,0.8929293,355359744,FacebookAI/roberta-large,english,No
It was a humane act.,act,act,8,8,8,1.0,0.2077903838597638,1.1412987411022186,0.9045347,355359744,FacebookAI/roberta-large,english,No
It was a humane act.,act,act,9,8,8,1.0,0.2021376196752394,1.1400226205587387,0.9072648,355359744,FacebookAI/roberta-large,english,No
It was a humane act.,act,act,10,8,8,1.0,0.16127867010869104,1.1406745165586472,0.9267584,355359744,FacebookAI/roberta-large,english,No
It was a humane act.,act,act,11,8,8,1.0,0.18497679722364754,1.1394009739160538,0.9155023,355359744,FacebookAI/roberta-large,english,No
It was a humane act.,act,act,12,8,8,1.0,0.18844425698746678,1.1385408639907837,0.9138441,355359744,FacebookAI/roberta-large,english,No
It was a humane act.,act,act,13,8,8,1.0,0.16525849863423975,1.1389461010694504,0.92487776,355359744,FacebookAI/roberta-large,english,No
It was a humane act.,act,act,14,8,8,1.0,0.1654120911667726,1.1385565549135208,0.92480505,355359744,FacebookAI/roberta-large,english,No
It was a humane act.,act,act,15,8,8,1.0,0.18381170238765682,1.1337642222642899,0.91605496,355359744,FacebookAI/roberta-large,english,No
It was a humane act.,act,act,16,8,8,1.0,0.17855036252394044,1.129383161664009,0.9185684,355359744,FacebookAI/roberta-large,english,No
It was a humane act.,act,act,17,8,8,1.0,0.167039750763861,1.1316540390253067,0.92403364,355359744,FacebookAI/roberta-large,english,No
